ax(m/s);ay(m/s);az(m/s);accRMS(m/s);time(s)
-0.1018;-0.3856;9.8495;9.8576;2.6890
-0.1018;-0.3844;9.8531;9.8611;2.6949
-0.1030;-0.3844;9.8591;9.8671;2.7009
-0.1018;-0.3892;9.8579;9.8661;2.7065
-0.1078;-0.3916;9.8651;9.8734;2.7121
-0.1102;-0.3904;9.8651;9.8734;2.7176
-0.1102;-0.3916;9.8615;9.8699;2.7231
-0.1102;-0.3952;9.8603;9.8688;2.7288
-0.1078;-0.3976;9.8579;9.8665;2.7344
-0.1066;-0.3976;9.8543;9.8629;2.7399
-0.1078;-0.3952;9.8567;9.8652;2.7454
-0.1150;-0.3952;9.8603;9.8689;2.7510
-0.1090;-0.3952;9.8555;9.8640;2.7564
-0.1102;-0.3964;9.8555;9.8641;2.7620
-0.1102;-0.3964;9.8531;9.8617;2.7675
-0.1030;-0.3964;9.8627;9.8712;2.7730
-0.1018;-0.4012;9.8567;9.8654;2.7788
-0.1006;-0.4024;9.8519;9.8606;2.7844
-0.1006;-0.4024;9.8483;9.8570;2.7954
-0.1006;-0.4000;9.8495;9.8581;2.8010
-0.1042;-0.4000;9.8495;9.8582;2.8065
-0.1042;-0.3976;9.8531;9.8617;2.8120
-0.1078;-0.4000;9.8555;9.8642;2.8176
-0.1066;-0.4024;9.8591;9.8679;2.8232
-0.1126;-0.4036;9.8639;9.8728;2.8289
-0.1102;-0.4036;9.8615;9.8704;2.8345
-0.1066;-0.4036;9.8579;9.8667;2.8400
-0.1090;-0.4000;9.8591;9.8678;2.8455
-0.1114;-0.4012;9.8627;9.8715;2.8510
-0.1078;-0.3952;9.8591;9.8676;2.8565
-0.1078;-0.3952;9.8543;9.8628;2.8621
-0.1090;-0.3976;9.8519;9.8605;2.8676
-0.1102;-0.4048;9.8399;9.8489;2.8731
-0.1114;-0.4060;9.8411;9.8501;2.8790
-0.1054;-0.4024;9.8447;9.8535;2.8847
-0.1078;-0.4024;9.8471;9.8559;2.8905
-0.1066;-0.4012;9.8483;9.8571;2.8960
-0.1042;-0.4024;9.8459;9.8547;2.9016
-0.0982;-0.4072;9.8531;9.8620;2.9071
-0.0970;-0.4036;9.8579;9.8666;2.9126
-0.0982;-0.4060;9.8555;9.8644;2.9182
-0.0982;-0.4072;9.8615;9.8704;2.9237
-0.1006;-0.4048;9.8567;9.8655;2.9294
-0.1030;-0.4036;9.8567;9.8655;2.9349
-0.1030;-0.4036;9.8531;9.8619;2.9405
-0.1042;-0.4024;9.8543;9.8631;2.9460
-0.1042;-0.4060;9.8603;9.8692;2.9515
-0.1030;-0.4060;9.8567;9.8656;2.9570
-0.1018;-0.4084;9.8543;9.8633;2.9627
-0.0982;-0.4072;9.8519;9.8608;2.9682
-0.0994;-0.4048;9.8519;9.8607;2.9737
-0.1030;-0.4024;9.8567;9.8654;2.9794
-0.1018;-0.4036;9.8627;9.8715;2.9850
-0.1054;-0.4024;9.8507;9.8595;2.9908
-0.1066;-0.4000;9.8459;9.8546;2.9963
-0.1078;-0.4012;9.8399;9.8487;3.0018
-0.1042;-0.4000;9.8411;9.8498;3.0073
-0.1066;-0.3988;9.8411;9.8498;3.0131
-0.1042;-0.3988;9.8459;9.8545;3.0187
-0.1030;-0.3976;9.8495;9.8581;3.0246
-0.1030;-0.3976;9.8507;9.8593;3.0303
-0.0994;-0.3988;9.8543;9.8629;3.0359
-0.1006;-0.3976;9.8507;9.8592;3.0414
-0.0994;-0.3976;9.8483;9.8568;3.0469
-0.0970;-0.4000;9.8435;9.8521;3.0525
-0.0934;-0.4036;9.8495;9.8582;3.0580
-0.0922;-0.4000;9.8483;9.8569;3.0636
-0.0946;-0.3988;9.8483;9.8568;3.0691
-0.0994;-0.4012;9.8495;9.8582;3.0747
-0.1018;-0.3964;9.8459;9.8544;3.0804
-0.1042;-0.3964;9.8447;9.8533;3.0860
-0.1042;-0.3952;9.8459;9.8544;3.0918
-0.1030;-0.3916;9.8483;9.8566;3.0973
-0.1018;-0.3916;9.8411;9.8494;3.1028
-0.1030;-0.3904;9.8387;9.8470;3.1083
-0.1030;-0.3892;9.8471;9.8553;3.1139
-0.1066;-0.3892;9.8471;9.8554;3.1195
-0.1102;-0.3952;9.8495;9.8581;3.1250
-0.1150;-0.3988;9.8471;9.8559;3.1306
-0.1150;-0.4012;9.8483;9.8572;3.1361
-0.1126;-0.4012;9.8483;9.8571;3.1417
-0.1150;-0.4060;9.8447;9.8538;3.1472
-0.1150;-0.4072;9.8387;9.8478;3.1527
-0.1138;-0.4095;9.8471;9.8563;3.1582
-0.1126;-0.4048;9.8531;9.8621;3.1639
-0.1126;-0.4036;9.8507;9.8596;3.1694
-0.1114;-0.4024;9.8507;9.8596;3.1749
-0.1126;-0.4048;9.8471;9.8561;3.1807
-0.1114;-0.4072;9.8423;9.8514;3.1863
-0.1090;-0.4072;9.8411;9.8502;3.1920
-0.1030;-0.4012;9.8459;9.8546;3.1976
-0.1078;-0.4000;9.8483;9.8570;3.2033
-0.1138;-0.3988;9.8435;9.8523;3.2090
-0.1126;-0.4012;9.8543;9.8631;3.2145
-0.1150;-0.4000;9.8495;9.8583;3.2200
-0.1162;-0.4012;9.8507;9.8596;3.2255
-0.1150;-0.4000;9.8471;9.8559;3.2311
-0.1138;-0.3928;9.8435;9.8520;3.2366
-0.1078;-0.3928;9.8519;9.8603;3.2421
-0.1066;-0.3928;9.8471;9.8555;3.2476
-0.1042;-0.3904;9.8495;9.8578;3.2531
-0.1042;-0.3916;9.8495;9.8578;3.2587
-0.1066;-0.3916;9.8495;9.8579;3.2642
-0.1054;-0.3880;9.8495;9.8577;3.2697
-0.1018;-0.3868;9.8531;9.8612;3.2752
-0.1030;-0.3880;9.8519;9.8601;3.2810
-0.1042;-0.3892;9.8567;9.8649;3.2866
-0.1078;-0.3928;9.8555;9.8639;3.2923
-0.1054;-0.3904;9.8555;9.8638;3.2979
-0.1030;-0.3904;9.8579;9.8662;3.3035
-0.1030;-0.3940;9.8579;9.8663;3.3090
-0.1042;-0.3964;9.8543;9.8628;3.3145
-0.0994;-0.3952;9.8555;9.8639;3.3201
-0.1018;-0.3904;9.8507;9.8590;3.3256
-0.1066;-0.3916;9.8483;9.8567;3.3312
-0.1042;-0.3892;9.8459;9.8542;3.3367
-0.1042;-0.3904;9.8495;9.8578;3.3422
-0.1078;-0.3904;9.8507;9.8590;3.3477
-0.1042;-0.3904;9.8459;9.8542;3.3532
-0.1054;-0.3928;9.8483;9.8567;3.3588
-0.1090;-0.3940;9.8483;9.8568;3.3643
-0.1090;-0.3916;9.8531;9.8615;3.3699
-0.1018;-0.3916;9.8531;9.8614;3.3754
-0.1018;-0.4000;9.8519;9.8606;3.3810
-0.1006;-0.4060;9.8579;9.8668;3.3867
-0.1042;-0.4084;9.8567;9.8657;3.3924
-0.1006;-0.4084;9.8519;9.8609;3.3980
-0.0946;-0.4095;9.8483;9.8573;3.4035
-0.1018;-0.4036;9.8531;9.8619;3.4090
-0.1042;-0.4012;9.8567;9.8654;3.4146
-0.1090;-0.3988;9.8555;9.8642;3.4201
-0.1066;-0.3976;9.8495;9.8581;3.4257
-0.1066;-0.3928;9.8507;9.8591;3.4312
-0.1030;-0.3940;9.8459;9.8543;3.4368
-0.1006;-0.3952;9.8459;9.8544;3.4423
-0.1054;-0.3976;9.8471;9.8557;3.4478
-0.1054;-0.3988;9.8471;9.8558;3.4534
-0.1078;-0.4024;9.8543;9.8631;3.4589
-0.1078;-0.4012;9.8567;9.8655;3.4644
-0.1030;-0.4048;9.8555;9.8644;3.4701
-0.1066;-0.4024;9.8567;9.8655;3.4756
-0.1066;-0.4036;9.8507;9.8596;3.4812
-0.1090;-0.4012;9.8483;9.8571;3.4871
-0.1042;-0.4000;9.8543;9.8630;3.4929
-0.1030;-0.4000;9.8579;9.8665;3.4984
-0.0982;-0.3988;9.8579;9.8665;3.5039
-0.0970;-0.4000;9.8603;9.8689;3.5094
-0.0970;-0.4024;9.8555;9.8642;3.5150
-0.0994;-0.4036;9.8531;9.8619;3.5207
-0.1018;-0.4024;9.8543;9.8630;3.5264
-0.1054;-0.4012;9.8507;9.8594;3.5319
-0.1066;-0.3988;9.8543;9.8629;3.5375
-0.1042;-0.3976;9.8519;9.8605;3.5431
-0.1018;-0.3964;9.8495;9.8580;3.5486
-0.1018;-0.3976;9.8435;9.8521;3.5542
-0.0994;-0.3988;9.8411;9.8497;3.5597
-0.0994;-0.3976;9.8340;9.8425;3.5652
-0.0994;-0.3988;9.8316;9.8401;3.5708
-0.1006;-0.3964;9.8340;9.8424;3.5764
-0.1018;-0.3976;9.8387;9.8473;3.5820
-0.1042;-0.3964;9.8387;9.8473;3.5877
-0.1042;-0.3964;9.8375;9.8461;3.5934
-0.1054;-0.3904;9.8423;9.8506;3.5990
-0.1030;-0.3880;9.8459;9.8541;3.6045
-0.1054;-0.3892;9.8495;9.8578;3.6100
-0.1006;-0.3916;9.8483;9.8566;3.6156
-0.0994;-0.3892;9.8519;9.8601;3.6211
-0.0982;-0.3964;9.8483;9.8568;3.6267
-0.0970;-0.3976;9.8519;9.8604;3.6322
-0.0970;-0.3988;9.8495;9.8581;3.6378
-0.0970;-0.3976;9.8507;9.8592;3.6433
-0.0994;-0.4024;9.8579;9.8666;3.6489
-0.1030;-0.4012;9.8531;9.8618;3.6544
-0.1006;-0.3976;9.8519;9.8604;3.6600
-0.0982;-0.3964;9.8567;9.8652;3.6655
-0.0970;-0.3976;9.8543;9.8628;3.6711
-0.0946;-0.3976;9.8579;9.8664;3.6766
-0.0970;-0.3976;9.8591;9.8676;3.6822
-0.0994;-0.3940;9.8627;9.8711;3.6879
-0.1006;-0.3928;9.8603;9.8686;3.6937
-0.0994;-0.3952;9.8555;9.8639;3.6993
-0.0994;-0.3952;9.8531;9.8615;3.7048
-0.1030;-0.3940;9.8519;9.8603;3.7103
-0.1114;-0.3904;9.8531;9.8615;3.7158
-0.1102;-0.3844;9.8531;9.8612;3.7216
-0.1066;-0.3880;9.8543;9.8625;3.7324
-0.1090;-0.3892;9.8507;9.8590;3.7380
-0.1066;-0.3892;9.8543;9.8626;3.7435
-0.1030;-0.3892;9.8567;9.8649;3.7491
-0.1054;-0.3868;9.8543;9.8625;3.7546
-0.1030;-0.3916;9.8483;9.8566;3.7601
-0.1030;-0.3952;9.8423;9.8508;3.7656
-0.1018;-0.3964;9.8483;9.8568;3.7711
-0.1018;-0.3976;9.8447;9.8533;3.7766
-0.1042;-0.3988;9.8423;9.8510;3.7822
-0.1030;-0.4000;9.8387;9.8474;3.7879
-0.1066;-0.3976;9.8435;9.8521;3.7937
-0.1066;-0.3952;9.8423;9.8508;3.7993
-0.1018;-0.3988;9.8399;9.8485;3.8048
-0.0994;-0.3964;9.8387;9.8472;3.8103
-0.0982;-0.3964;9.8387;9.8472;3.8158
-0.0970;-0.3988;9.8399;9.8485;3.8214
-0.0970;-0.4048;9.8411;9.8499;3.8270
-0.0982;-0.4084;9.8423;9.8513;3.8325
-0.0958;-0.4084;9.8447;9.8537;3.8381
-0.1006;-0.4060;9.8507;9.8596;3.8436
-0.1102;-0.4048;9.8495;9.8584;3.8491
-0.1102;-0.4095;9.8495;9.8586;3.8547
-0.1102;-0.4095;9.8531;9.8622;3.8602
-0.1066;-0.4060;9.8471;9.8561;3.8657
-0.1090;-0.4048;9.8483;9.8572;3.8712
-0.1090;-0.4036;9.8519;9.8608;3.8767
-0.1066;-0.4024;9.8603;9.8691;3.8823
-0.1102;-0.3988;9.8495;9.8582;3.8879
-0.1054;-0.3928;9.8531;9.8615;3.8937
-0.1054;-0.3928;9.8603;9.8687;3.8993
-0.1078;-0.3940;9.8519;9.8604;3.9048
-0.1066;-0.3916;9.8519;9.8603;3.9103
-0.1030;-0.3952;9.8531;9.8616;3.9158
-0.1042;-0.3952;9.8507;9.8592;3.9214
-0.1018;-0.3916;9.8567;9.8650;3.9269
-0.1006;-0.3892;9.8543;9.8625;3.9325
-0.0970;-0.3880;9.8603;9.8684;3.9380
-0.1006;-0.3880;9.8591;9.8672;3.9435
-0.1030;-0.3916;9.8627;9.8710;3.9491
-0.1042;-0.3904;9.8615;9.8698;3.9546
-0.1030;-0.3916;9.8663;9.8746;3.9601
-0.1042;-0.3976;9.8651;9.8736;3.9656
-0.1054;-0.3964;9.8699;9.8784;3.9711
-0.1090;-0.3964;9.8699;9.8784;3.9768
-0.1066;-0.3964;9.8723;9.8808;3.9824
-0.1066;-0.3988;9.8699;9.8785;3.9881
-0.1042;-0.4000;9.8711;9.8797;3.9938
-0.1042;-0.4012;9.8699;9.8786;3.9994
-0.1018;-0.4012;9.8663;9.8750;4.0049
-0.1018;-0.3988;9.8651;9.8737;4.0104
-0.1018;-0.3964;9.8675;9.8760;4.0159
-0.1030;-0.3940;9.8651;9.8735;4.0218
-0.1042;-0.4036;9.8639;9.8727;4.0276
-0.1042;-0.4060;9.8639;9.8728;4.0332
-0.1078;-0.4072;9.8639;9.8729;4.0389
-0.1054;-0.4060;9.8651;9.8740;4.0445
-0.1054;-0.4012;9.8579;9.8666;4.0500
-0.1078;-0.4000;9.8543;9.8630;4.0555
-0.1078;-0.3964;9.8567;9.8653;4.0611
-0.1078;-0.4000;9.8519;9.8606;4.0666
-0.1054;-0.4000;9.8435;9.8522;4.0721
-0.1054;-0.3940;9.8447;9.8532;4.0776
-0.1066;-0.3916;9.8459;9.8543;4.0832
-0.1042;-0.3940;9.8387;9.8472;4.0889
-0.1054;-0.3976;9.8363;9.8449;4.0947
-0.1078;-0.3952;9.8471;9.8556;4.1003
-0.1030;-0.3964;9.8543;9.8628;4.1058
-0.1018;-0.3940;9.8531;9.8615;4.1113
-0.1006;-0.3916;9.8519;9.8602;4.1168
-0.0994;-0.3892;9.8483;9.8565;4.1224
-0.1054;-0.3868;9.8483;9.8565;4.1279
-0.1078;-0.3916;9.8447;9.8531;4.1335
-0.1066;-0.3976;9.8423;9.8509;4.1392
-0.1054;-0.3976;9.8471;9.8557;4.1448
-0.1078;-0.3976;9.8459;9.8545;4.1503
-0.1102;-0.3964;9.8459;9.8545;4.1558
-0.1054;-0.3916;9.8435;9.8519;4.1614
-0.1018;-0.3928;9.8399;9.8483;4.1669
-0.1042;-0.3964;9.8363;9.8449;4.1724
-0.1018;-0.3988;9.8328;9.8414;4.1781
-0.1078;-0.3964;9.8363;9.8449;4.1837
-0.1006;-0.3988;9.8375;9.8461;4.1892
-0.0994;-0.4000;9.8387;9.8474;4.1951
-0.0958;-0.4024;9.8483;9.8570;4.2010
-0.0994;-0.4036;9.8507;9.8595;4.2068
-0.0946;-0.3988;9.8459;9.8545;4.2124
-0.0994;-0.3964;9.8483;9.8568;4.2180
-0.1006;-0.3952;9.8495;9.8580;4.2236
-0.0994;-0.3964;9.8507;9.8592;4.2291
-0.1018;-0.3964;9.8507;9.8592;4.2346
-0.1030;-0.3964;9.8459;9.8544;4.2402
-0.1030;-0.3952;9.8459;9.8544;4.2458
-0.1102;-0.3916;9.8435;9.8519;4.2513
-0.1102;-0.3892;9.8483;9.8566;4.2568
-0.1090;-0.3904;9.8471;9.8555;4.2623
-0.1090;-0.3916;9.8471;9.8555;4.2678
-0.1054;-0.3976;9.8423;9.8509;4.2733
-0.1054;-0.3964;9.8411;9.8497;4.2789
-0.1078;-0.3940;9.8459;9.8544;4.2845
-0.1054;-0.3940;9.8471;9.8556;4.2901
-0.1066;-0.3916;9.8471;9.8555;4.2958
-0.1078;-0.3916;9.8483;9.8567;4.3014
-0.1030;-0.3928;9.8531;9.8615;4.3069
-0.1042;-0.3892;9.8579;9.8661;4.3124
-0.1030;-0.3880;9.8531;9.8613;4.3179
-0.1078;-0.3856;9.8495;9.8577;4.3235
-0.1090;-0.3844;9.8507;9.8588;4.3292
-0.1078;-0.3808;9.8483;9.8563;4.3347
-0.1066;-0.3844;9.8507;9.8588;4.3402
-0.1078;-0.3880;9.8519;9.8601;4.3458
-0.1066;-0.3892;9.8543;9.8626;4.3513
-0.1066;-0.3904;9.8543;9.8626;4.3568
-0.1054;-0.3916;9.8543;9.8626;4.3623
-0.1018;-0.3952;9.8519;9.8604;4.3678
-0.0994;-0.3988;9.8507;9.8593;4.3733
-0.1018;-0.4024;9.8507;9.8595;4.3789
-0.1114;-0.4024;9.8615;9.8703;4.3846
-0.1126;-0.4048;9.8591;9.8680;4.3901
-0.1102;-0.4048;9.8567;9.8656;4.3958
-0.1090;-0.4048;9.8495;9.8584;4.4015
-0.1078;-0.4024;9.8459;9.8547;4.4070
-0.1030;-0.4036;9.8447;9.8535;4.4125
-0.1030;-0.4012;9.8411;9.8498;4.4180
-0.1090;-0.4036;9.8304;9.8392;4.4237
-0.1090;-0.3976;9.8316;9.8402;4.4292
-0.1114;-0.3976;9.8316;9.8402;4.4347
-0.1114;-0.4000;9.8340;9.8427;4.4403
-0.1114;-0.4012;9.8363;9.8452;4.4458
-0.1126;-0.3988;9.8411;9.8499;4.4514
-0.1126;-0.4000;9.8495;9.8583;4.4569
-0.1114;-0.4000;9.8543;9.8631;4.4624
-0.1090;-0.3988;9.8543;9.8630;4.4680
-0.1054;-0.3976;9.8555;9.8641;4.4735
-0.1042;-0.4000;9.8519;9.8606;4.4790
-0.1018;-0.4036;9.8459;9.8547;4.4846
-0.1066;-0.3988;9.8435;9.8522;4.4902
-0.1054;-0.3964;9.8459;9.8545;4.4959
-0.1030;-0.3964;9.8387;9.8473;4.5015
-0.0982;-0.3964;9.8363;9.8448;4.5070
-0.1018;-0.3940;9.8316;9.8400;4.5126
-0.1042;-0.3940;9.8363;9.8448;4.5181
-0.1042;-0.3952;9.8387;9.8472;4.5238
-0.1054;-0.3988;9.8411;9.8498;4.5294
-0.1042;-0.3976;9.8471;9.8557;4.5349
-0.1042;-0.3952;9.8471;9.8556;4.5404
-0.1042;-0.3988;9.8483;9.8569;4.5513
-0.1054;-0.3964;9.8567;9.8652;4.5568
-0.1018;-0.3916;9.8555;9.8638;4.5623
-0.1006;-0.3952;9.8483;9.8568;4.5678
-0.1006;-0.3988;9.8495;9.8581;4.5733
-0.1042;-0.4024;9.8495;9.8583;4.5789
-0.1078;-0.3976;9.8495;9.8581;4.5847
-0.1054;-0.3976;9.8531;9.8617;4.5903
-0.1066;-0.3916;9.8579;9.8663;4.5960
-0.1078;-0.3928;9.8603;9.8687;4.6016
-0.1126;-0.3928;9.8615;9.8700;4.6072
-0.1114;-0.3904;9.8615;9.8698;4.6127
-0.1078;-0.3952;9.8687;9.8772;4.6182
-0.1102;-0.3952;9.8675;9.8760;4.6237
-0.1066;-0.3952;9.8639;9.8724;4.6293
-0.1078;-0.3940;9.8639;9.8723;4.6350
-0.1066;-0.3952;9.8663;9.8748;4.6405
-0.1042;-0.3964;9.8723;9.8808;4.6461
-0.1054;-0.3940;9.8699;9.8783;4.6516
-0.1030;-0.3940;9.8663;9.8747;4.6571
-0.1018;-0.3952;9.8675;9.8759;4.6626
-0.1054;-0.3952;9.8651;9.8736;4.6681
-0.1054;-0.3976;9.8615;9.8701;4.6736
-0.0994;-0.3940;9.8639;9.8723;4.6791
-0.0994;-0.3952;9.8675;9.8759;4.6847
-0.1006;-0.3964;9.8567;9.8652;4.6903
-0.1042;-0.3964;9.8615;9.8700;4.6959
-0.1066;-0.4000;9.8603;9.8690;4.7017
-0.1102;-0.4000;9.8591;9.8678;4.7073
-0.1114;-0.4012;9.8663;9.8751;4.7128
-0.1090;-0.4000;9.8591;9.8678;4.7183
-0.1054;-0.4012;9.8639;9.8726;4.7238
-0.1054;-0.4048;9.8627;9.8716;4.7294
-0.1042;-0.4012;9.8639;9.8726;4.7349
-0.1054;-0.3988;9.8687;9.8773;4.7405
-0.1066;-0.4036;9.8603;9.8691;4.7527
-0.1066;-0.4072;9.8519;9.8609;4.7584
-0.1030;-0.4072;9.8543;9.8633;4.7640
-0.1030;-0.4084;9.8603;9.8693;4.7696
-0.1030;-0.4095;9.8591;9.8681;4.7751
-0.1006;-0.4119;9.8531;9.8622;4.7807
-0.0946;-0.4095;9.8483;9.8573;4.7863
-0.0922;-0.4107;9.8471;9.8561;4.7918
-0.0958;-0.4095;9.8495;9.8585;4.7975
-0.0958;-0.4107;9.8447;9.8538;4.8032
-0.0970;-0.4119;9.8423;9.8514;4.8088
-0.1006;-0.4107;9.8399;9.8490;4.8143
-0.1042;-0.4107;9.8387;9.8479;4.8198
-0.1042;-0.4072;9.8340;9.8429;4.8253
-0.0994;-0.4024;9.8328;9.8415;4.8308
-0.1006;-0.4012;9.8375;9.8462;4.8363
-0.1042;-0.3976;9.8351;9.8437;4.8419
-0.1030;-0.3940;9.8375;9.8460;4.8474
-0.1030;-0.3940;9.8423;9.8508;4.8530
-0.1018;-0.3940;9.8399;9.8483;4.8585
-0.1006;-0.3904;9.8387;9.8470;4.8640
-0.0970;-0.3940;9.8435;9.8519;4.8695
-0.1018;-0.3940;9.8495;9.8579;4.8750
-0.1018;-0.3952;9.8543;9.8628;4.8807
-0.1066;-0.3976;9.8603;9.8689;4.8862
-0.1030;-0.3952;9.8579;9.8664;4.8918
-0.1042;-0.3976;9.8615;9.8701;4.8974
-0.1042;-0.4000;9.8591;9.8678;4.9031
-0.1054;-0.4048;9.8555;9.8644;4.9088
-0.1054;-0.4012;9.8555;9.8642;4.9143
-0.1030;-0.4048;9.8531;9.8620;4.9198
-0.1030;-0.4048;9.8483;9.8572;4.9253
-0.1006;-0.4084;9.8567;9.8657;4.9309
-0.1030;-0.4119;9.8591;9.8682;4.9364
-0.1078;-0.4131;9.8603;9.8695;4.9420
-0.1066;-0.4095;9.8579;9.8670;4.9476
-0.1090;-0.4107;9.8567;9.8659;4.9531
-0.1042;-0.4095;9.8567;9.8658;4.9587
-0.0982;-0.4095;9.8591;9.8681;4.9643
-0.1054;-0.4060;9.8543;9.8632;4.9698
-0.1078;-0.4036;9.8579;9.8667;4.9753
-0.1078;-0.4024;9.8471;9.8559;4.9808
-0.1078;-0.4024;9.8531;9.8619;4.9864
-0.1090;-0.4024;9.8519;9.8607;4.9921
-0.1078;-0.4036;9.8447;9.8536;4.9977
-0.1090;-0.4036;9.8459;9.8548;5.0034
-0.1042;-0.4000;9.8519;9.8606;5.0090
-0.1018;-0.4000;9.8495;9.8582;5.0145
-0.1006;-0.4012;9.8543;9.8630;5.0201
-0.0994;-0.4012;9.8603;9.8690;5.0260
-0.1018;-0.3976;9.8615;9.8700;5.0316
-0.0982;-0.3976;9.8639;9.8724;5.0371
-0.1030;-0.4024;9.8639;9.8726;5.0426
-0.1102;-0.3988;9.8555;9.8642;5.0482
-0.1138;-0.4024;9.8591;9.8680;5.0538
-0.1066;-0.4012;9.8567;9.8654;5.0593
-0.1066;-0.3988;9.8507;9.8594;5.0648
-0.1078;-0.4036;9.8495;9.8584;5.0703
-0.1054;-0.4024;9.8555;9.8643;5.0759
-0.1018;-0.4036;9.8591;9.8679;5.0814
-0.1018;-0.4048;9.8627;9.8715;5.0870
-0.1030;-0.4095;9.8519;9.8610;5.0927
-0.1054;-0.4084;9.8555;9.8645;5.0982
-0.1138;-0.4036;9.8471;9.8560;5.1041
-0.1102;-0.4012;9.8507;9.8595;5.1097
-0.1078;-0.4000;9.8531;9.8618;5.1152
-0.1126;-0.3952;9.8567;9.8653;5.1260
-0.1114;-0.3952;9.8579;9.8664;5.1316
-0.1030;-0.3952;9.8663;9.8747;5.1371
-0.0982;-0.3952;9.8651;9.8735;5.1426
-0.0994;-0.3964;9.8603;9.8688;5.1481
-0.0982;-0.3952;9.8567;9.8651;5.1538
-0.0970;-0.3952;9.8579;9.8663;5.1593
-0.0994;-0.3916;9.8591;9.8674;5.1649
-0.1030;-0.3916;9.8627;9.8710;5.1704
-0.1054;-0.3880;9.8591;9.8673;5.1759
-0.1078;-0.3904;9.8543;9.8626;5.1814
-0.1042;-0.3892;9.8567;9.8649;5.1870
-0.0970;-0.3892;9.8615;9.8696;5.1925
-0.0994;-0.3916;9.8531;9.8614;5.1980
-0.0994;-0.3892;9.8483;9.8565;5.2038
-0.1054;-0.3844;9.8507;9.8588;5.2096
-0.1066;-0.3892;9.8471;9.8554;5.2151
-0.1078;-0.3904;9.8471;9.8554;5.2207
-0.1042;-0.3892;9.8507;9.8590;5.2262
-0.1006;-0.3892;9.8567;9.8649;5.2317
-0.0994;-0.3928;9.8567;9.8650;5.2372
-0.0970;-0.3916;9.8543;9.8626;5.2427
-0.1006;-0.3880;9.8543;9.8625;5.2483
-0.1042;-0.3928;9.8555;9.8639;5.2539
-0.1066;-0.3928;9.8555;9.8639;5.2594
-0.1078;-0.3916;9.8495;9.8579;5.2649
-0.1090;-0.3928;9.8495;9.8579;5.2704
-0.1114;-0.3976;9.8495;9.8582;5.2759
-0.1090;-0.3988;9.8459;9.8546;5.2815
-0.1078;-0.3976;9.8483;9.8569;5.2871
-0.1030;-0.3976;9.8471;9.8557;5.2926
-0.1018;-0.3976;9.8495;9.8581;5.2982
-0.1018;-0.3976;9.8411;9.8497;5.3040
-0.1042;-0.3964;9.8423;9.8509;5.3096
-0.1042;-0.3952;9.8363;9.8448;5.3151
-0.1054;-0.3964;9.8375;9.8461;5.3206
-0.1018;-0.4012;9.8435;9.8522;5.3261
-0.1030;-0.4036;9.8423;9.8511;5.3316
-0.1018;-0.4048;9.8423;9.8512;5.3371
-0.1078;-0.4036;9.8363;9.8452;5.3426
-0.1066;-0.4024;9.8423;9.8511;5.3483
-0.1030;-0.4036;9.8423;9.8511;5.3539
-0.1030;-0.4048;9.8411;9.8500;5.3595
-0.1006;-0.4036;9.8495;9.8583;5.3651
-0.1066;-0.4024;9.8495;9.8583;5.3707
-0.1066;-0.4000;9.8447;9.8534;5.3761
-0.1066;-0.4000;9.8483;9.8570;5.3817
-0.1078;-0.4024;9.8519;9.8607;5.3872
-0.1042;-0.4000;9.8507;9.8594;5.3928
-0.1006;-0.3976;9.8507;9.8592;5.3983
-0.1018;-0.3964;9.8423;9.8508;5.4041
-0.1030;-0.4012;9.8495;9.8582;5.4097
-0.1054;-0.4036;9.8543;9.8631;5.4152
-0.1006;-0.4000;9.8543;9.8629;5.4207
-0.1030;-0.4048;9.8543;9.8632;5.4263
-0.0994;-0.4000;9.8507;9.8593;5.4318
-0.0982;-0.3976;9.8471;9.8556;5.4373
-0.0946;-0.3964;9.8519;9.8603;5.4428
-0.0946;-0.3976;9.8507;9.8592;5.4483
-0.0982;-0.4000;9.8447;9.8533;5.4539
-0.0994;-0.4024;9.8399;9.8487;5.4595
-0.0946;-0.4048;9.8447;9.8535;5.4650
-0.0910;-0.4072;9.8399;9.8488;5.4706
-0.0958;-0.4036;9.8423;9.8511;5.4761
-0.0934;-0.4000;9.8435;9.8521;5.4816
-0.0946;-0.3988;9.8411;9.8497;5.4872
-0.0958;-0.3964;9.8459;9.8544;5.4928
-0.0970;-0.3988;9.8447;9.8533;5.4984
-0.0994;-0.4012;9.8459;9.8546;5.5041
-0.0982;-0.4012;9.8423;9.8510;5.5099
-0.0994;-0.4024;9.8399;9.8487;5.5155
-0.0934;-0.4024;9.8423;9.8510;5.5211
-0.0886;-0.4012;9.8459;9.8545;5.5268
-0.0922;-0.4024;9.8387;9.8474;5.5325
-0.0910;-0.3976;9.8411;9.8496;5.5380
-0.0910;-0.3964;9.8387;9.8471;5.5436
-0.0898;-0.3940;9.8447;9.8530;5.5492
-0.0934;-0.3940;9.8447;9.8531;5.5547
-0.0958;-0.3904;9.8387;9.8469;5.5603
-0.0934;-0.3928;9.8363;9.8446;5.5658
-0.1042;-0.3952;9.8399;9.8484;5.5713
-0.1030;-0.3976;9.8483;9.8569;5.5768
-0.1042;-0.3952;9.8495;9.8580;5.5824
-0.1030;-0.3940;9.8459;9.8543;5.5880
-0.1018;-0.3976;9.8519;9.8605;5.5935
