ax(m/s);ay(m/s);az(m/s);accRMS(m/s);time(s)
-0.0994;-0.3952;9.8495;9.8579;22.5359
-0.0970;-0.3928;9.8447;9.8530;22.5415
-0.0934;-0.3928;9.8471;9.8554;22.5470
-0.0958;-0.3904;9.8495;9.8577;22.5525
-0.0934;-0.3892;9.8471;9.8553;22.5580
-0.0898;-0.3928;9.8435;9.8518;22.5635
-0.0958;-0.3928;9.8363;9.8447;22.5691
-0.0970;-0.3916;9.8363;9.8446;22.5751
-0.0946;-0.3940;9.8399;9.8483;22.5808
-0.0970;-0.3964;9.8423;9.8508;22.5864
-0.0994;-0.3952;9.8375;9.8460;22.5920
-0.1006;-0.4000;9.8423;9.8510;22.5975
-0.0970;-0.3988;9.8459;9.8545;22.6030
-0.0982;-0.4000;9.8435;9.8521;22.6085
-0.0970;-0.3988;9.8423;9.8509;22.6140
-0.0982;-0.4012;9.8435;9.8522;22.6196
-0.0982;-0.4012;9.8423;9.8510;22.6254
-0.1006;-0.4060;9.8519;9.8608;22.6309
-0.1006;-0.4036;9.8591;9.8679;22.6364
-0.0982;-0.4048;9.8651;9.8739;22.6420
-0.0994;-0.4012;9.8615;9.8701;22.6475
-0.1042;-0.3976;9.8603;9.8689;22.6530
-0.1018;-0.3964;9.8675;9.8760;22.6585
-0.1018;-0.3976;9.8615;9.8700;22.6640
-0.1054;-0.4036;9.8603;9.8691;22.6695
-0.1054;-0.4036;9.8567;9.8655;22.6755
-0.1030;-0.4024;9.8471;9.8559;22.6813
-0.1006;-0.4036;9.8519;9.8607;22.6869
-0.0982;-0.4012;9.8531;9.8618;22.6925
-0.0994;-0.4024;9.8471;9.8558;22.6980
-0.1006;-0.4012;9.8459;9.8546;22.7035
-0.0994;-0.4024;9.8471;9.8558;22.7090
-0.1018;-0.4024;9.8507;9.8595;22.7145
-0.1054;-0.4012;9.8459;9.8547;22.7200
-0.1054;-0.4012;9.8447;9.8535;22.7259
-0.1066;-0.4036;9.8483;9.8572;22.7315
-0.1054;-0.4024;9.8531;9.8619;22.7370
-0.1066;-0.4024;9.8519;9.8607;22.7425
-0.1042;-0.4024;9.8507;9.8595;22.7480
-0.1042;-0.4036;9.8555;9.8643;22.7535
-0.1090;-0.4048;9.8567;9.8656;22.7590
-0.1114;-0.4072;9.8603;9.8693;22.7698
-0.1102;-0.4084;9.8555;9.8646;22.7755
-0.1162;-0.4024;9.8555;9.8644;22.7815
-0.1138;-0.4000;9.8579;9.8667;22.7871
-0.1174;-0.4000;9.8579;9.8667;22.7926
-0.1150;-0.4012;9.8543;9.8631;22.7981
-0.1126;-0.4012;9.8435;9.8523;22.8037
-0.1150;-0.4000;9.8459;9.8547;22.8092
-0.1126;-0.4012;9.8459;9.8547;22.8147
-0.1126;-0.3988;9.8459;9.8546;22.8202
-0.1090;-0.3952;9.8459;9.8545;22.8258
-0.1066;-0.3940;9.8483;9.8568;22.8316
-0.1042;-0.3964;9.8459;9.8545;22.8372
-0.1090;-0.3964;9.8519;9.8605;22.8427
-0.1066;-0.3940;9.8483;9.8568;22.8482
-0.1114;-0.3928;9.8543;9.8628;22.8537
-0.1078;-0.3964;9.8531;9.8617;22.8592
-0.1126;-0.3928;9.8519;9.8604;22.8647
-0.1090;-0.3940;9.8483;9.8568;22.8702
-0.1078;-0.3940;9.8507;9.8592;22.8759
-0.1090;-0.3940;9.8471;9.8556;22.8816
-0.1102;-0.3916;9.8435;9.8519;22.8873
-0.1066;-0.3952;9.8471;9.8556;22.8981
-0.1030;-0.3904;9.8519;9.8602;22.9089
-0.1018;-0.3892;9.8459;9.8541;22.9143
-0.1066;-0.3928;9.8483;9.8567;22.9199
-0.1030;-0.3988;9.8567;9.8653;22.9255
-0.1054;-0.4000;9.8555;9.8642;22.9312
-0.1078;-0.3976;9.8507;9.8593;22.9367
-0.1114;-0.3976;9.8459;9.8546;22.9422
-0.1162;-0.3988;9.8519;9.8607;22.9477
-0.1126;-0.3952;9.8519;9.8605;22.9532
-0.1090;-0.3952;9.8567;9.8652;22.9588
-0.1078;-0.4000;9.8603;9.8690;22.9643
-0.1066;-0.4024;9.8519;9.8607;22.9698
-0.1066;-0.3976;9.8483;9.8569;22.9753
-0.0994;-0.3952;9.8483;9.8567;22.9814
-0.1018;-0.3964;9.8459;9.8544;22.9871
-0.1006;-0.3952;9.8471;9.8556;22.9927
-0.1066;-0.3976;9.8507;9.8593;22.9982
-0.1078;-0.3988;9.8519;9.8606;23.0037
-0.1018;-0.4000;9.8543;9.8629;23.0092
-0.1006;-0.4012;9.8531;9.8618;23.0147
-0.1054;-0.4024;9.8519;9.8607;23.0204
-0.1090;-0.4036;9.8543;9.8632;23.0263
-0.1078;-0.4060;9.8555;9.8645;23.0319
-0.1090;-0.4036;9.8507;9.8596;23.0374
-0.1078;-0.4012;9.8495;9.8583;23.0429
-0.1042;-0.3988;9.8459;9.8545;23.0484
-0.1030;-0.3976;9.8543;9.8629;23.0539
-0.1018;-0.3988;9.8519;9.8605;23.0594
-0.1030;-0.3952;9.8555;9.8640;23.0649
-0.1042;-0.3928;9.8567;9.8651;23.0704
-0.0970;-0.3916;9.8543;9.8626;23.0759
-0.0922;-0.3904;9.8543;9.8625;23.0820
-0.0958;-0.3904;9.8495;9.8577;23.0877
-0.0994;-0.3916;9.8531;9.8614;23.0933
-0.0994;-0.3928;9.8591;9.8674;23.0989
-0.0994;-0.3952;9.8579;9.8663;23.1045
-0.1030;-0.3964;9.8555;9.8640;23.1100
-0.1006;-0.4024;9.8591;9.8678;23.1155
-0.1054;-0.3988;9.8579;9.8665;23.1210
-0.1066;-0.3988;9.8543;9.8629;23.1265
-0.1066;-0.3976;9.8543;9.8629;23.1324
-0.1126;-0.3940;9.8507;9.8592;23.1379
-0.1138;-0.3940;9.8495;9.8581;23.1435
-0.1066;-0.3880;9.8459;9.8541;23.1490
-0.1078;-0.3892;9.8555;9.8638;23.1545
-0.1078;-0.3940;9.8555;9.8640;23.1600
-0.1054;-0.3964;9.8471;9.8557;23.1655
-0.1078;-0.3952;9.8519;9.8604;23.1710
-0.1114;-0.3964;9.8531;9.8617;23.1765
-0.1066;-0.3976;9.8507;9.8593;23.1827
-0.1090;-0.3976;9.8507;9.8593;23.1884
-0.1078;-0.4048;9.8483;9.8572;23.1939
-0.1042;-0.4024;9.8483;9.8571;23.1995
-0.1042;-0.4012;9.8471;9.8558;23.2050
-0.1090;-0.4000;9.8483;9.8570;23.2105
-0.1030;-0.4036;9.8507;9.8595;23.2160
-0.1006;-0.4012;9.8483;9.8570;23.2215
-0.1054;-0.4048;9.8495;9.8584;23.2270
-0.1066;-0.4060;9.8495;9.8585;23.2329
-0.1078;-0.4012;9.8495;9.8583;23.2384
-0.1042;-0.4000;9.8555;9.8642;23.2440
-0.1030;-0.4012;9.8531;9.8618;23.2495
-0.1054;-0.3976;9.8591;9.8677;23.2550
-0.1042;-0.4012;9.8579;9.8666;23.2606
-0.1042;-0.3976;9.8603;9.8689;23.2661
-0.1054;-0.3952;9.8591;9.8676;23.2716
-0.1054;-0.4012;9.8495;9.8582;23.2771
-0.1018;-0.4012;9.8591;9.8678;23.2832
-0.1042;-0.4036;9.8507;9.8595;23.2890
-0.1066;-0.4036;9.8423;9.8512;23.2946
-0.1054;-0.4036;9.8435;9.8524;23.3001
-0.1006;-0.4048;9.8447;9.8536;23.3056
-0.1030;-0.4048;9.8411;9.8500;23.3111
-0.1054;-0.4084;9.8411;9.8502;23.3166
-0.1030;-0.4084;9.8447;9.8537;23.3221
-0.1018;-0.4036;9.8423;9.8511;23.3276
-0.0946;-0.4012;9.8435;9.8522;23.3335
-0.0910;-0.4012;9.8435;9.8521;23.3391
-0.0922;-0.3988;9.8459;9.8544;23.3446
-0.0958;-0.3940;9.8447;9.8531;23.3501
-0.0958;-0.3928;9.8435;9.8518;23.3556
-0.0922;-0.3952;9.8483;9.8567;23.3611
-0.0946;-0.3964;9.8519;9.8603;23.3666
-0.0982;-0.3976;9.8483;9.8568;23.3721
-0.0994;-0.3988;9.8483;9.8569;23.3776
-0.0970;-0.3964;9.8495;9.8580;23.3837
-0.1018;-0.3988;9.8459;9.8545;23.3895
-0.1042;-0.3976;9.8423;9.8509;23.3951
-0.1030;-0.3952;9.8363;9.8448;23.4006
-0.1030;-0.3916;9.8351;9.8435;23.4061
-0.1066;-0.3880;9.8387;9.8470;23.4117
-0.1042;-0.3880;9.8435;9.8517;23.4172
-0.1030;-0.3880;9.8471;9.8553;23.4227
-0.1054;-0.3880;9.8471;9.8553;23.4282
-0.1090;-0.3940;9.8507;9.8592;23.4340
-0.1090;-0.3964;9.8519;9.8605;23.4396
-0.1078;-0.3964;9.8495;9.8581;23.4451
-0.1090;-0.3940;9.8519;9.8604;23.4507
-0.1090;-0.3904;9.8435;9.8519;23.4561
-0.1078;-0.3904;9.8471;9.8554;23.4617
-0.1078;-0.3940;9.8543;9.8628;23.4672
-0.1042;-0.3916;9.8531;9.8614;23.4727
-0.1078;-0.3928;9.8555;9.8639;23.4782
-0.1042;-0.3988;9.8567;9.8653;23.4843
-0.1018;-0.4024;9.8531;9.8618;23.4900
-0.1018;-0.4048;9.8507;9.8596;23.4956
-0.0994;-0.4012;9.8495;9.8582;23.5013
-0.0994;-0.3976;9.8471;9.8556;23.5068
-0.1006;-0.4000;9.8495;9.8581;23.5124
-0.1054;-0.4060;9.8471;9.8561;23.5178
-0.1054;-0.4024;9.8459;9.8547;23.5235
-0.1042;-0.4048;9.8447;9.8536;23.5291
-0.1042;-0.3976;9.8483;9.8569;23.5348
-0.1054;-0.3964;9.8507;9.8593;23.5404
-0.1006;-0.3988;9.8543;9.8629;23.5459
-0.0982;-0.3952;9.8519;9.8603;23.5514
-0.1018;-0.3976;9.8531;9.8617;23.5569
-0.1018;-0.3988;9.8579;9.8665;23.5624
-0.1042;-0.3964;9.8591;9.8676;23.5679
-0.1018;-0.3952;9.8567;9.8651;23.5734
-0.1030;-0.3928;9.8579;9.8663;23.5789
-0.1054;-0.3976;9.8579;9.8665;23.5850
-0.1042;-0.3976;9.8543;9.8629;23.5908
-0.1042;-0.3988;9.8555;9.8641;23.5964
-0.1030;-0.4000;9.8567;9.8654;23.6019
-0.0994;-0.3988;9.8627;9.8712;23.6074
-0.1006;-0.3988;9.8579;9.8665;23.6131
-0.0946;-0.4024;9.8531;9.8618;23.6188
-0.0982;-0.4012;9.8591;9.8677;23.6243
-0.0994;-0.4072;9.8555;9.8644;23.6299
-0.0970;-0.4024;9.8555;9.8642;23.6355
-0.0958;-0.4036;9.8531;9.8618;23.6411
-0.1006;-0.4012;9.8567;9.8654;23.6466
-0.1006;-0.4036;9.8507;9.8595;23.6521
-0.0994;-0.4048;9.8471;9.8559;23.6576
-0.0982;-0.4024;9.8507;9.8594;23.6631
-0.1006;-0.4000;9.8507;9.8593;23.6686
-0.1018;-0.4012;9.8459;9.8546;23.6741
-0.1018;-0.3988;9.8483;9.8569;23.6797
-0.1030;-0.4048;9.8471;9.8560;23.6857
-0.1066;-0.4048;9.8567;9.8656;23.6914
-0.1066;-0.4036;9.8567;9.8655;23.6970
-0.1054;-0.4012;9.8567;9.8654;23.7026
-0.1030;-0.4000;9.8567;9.8654;23.7084
-0.1018;-0.3988;9.8495;9.8581;23.7144
-0.0970;-0.3976;9.8459;9.8544;23.7200
-0.0970;-0.3988;9.8447;9.8533;23.7255
-0.0958;-0.3976;9.8447;9.8532;23.7310
-0.0982;-0.3952;9.8435;9.8519;23.7367
-0.0910;-0.3916;9.8531;9.8613;23.7422
-0.0922;-0.3964;9.8483;9.8567;23.7477
-0.0946;-0.3988;9.8495;9.8580;23.7533
-0.0922;-0.3952;9.8507;9.8591;23.7589
-0.0922;-0.3952;9.8471;9.8555;23.7644
-0.0946;-0.3988;9.8507;9.8592;23.7699
-0.0982;-0.4012;9.8591;9.8677;23.7754
-0.0982;-0.3952;9.8555;9.8639;23.7810
-0.1018;-0.3964;9.8483;9.8568;23.7867
-0.1042;-0.3964;9.8459;9.8545;23.7924
-0.1054;-0.3952;9.8363;9.8448;23.7980
-0.1054;-0.3940;9.8375;9.8460;23.8035
-0.1054;-0.3928;9.8435;9.8519;23.8091
-0.1054;-0.3964;9.8399;9.8485;23.8146
-0.1066;-0.4036;9.8423;9.8512;23.8201
-0.1030;-0.4012;9.8495;9.8582;23.8256
-0.0994;-0.3976;9.8483;9.8568;23.8311
-0.1018;-0.3952;9.8495;9.8580;23.8367
-0.1006;-0.3952;9.8471;9.8556;23.8423
-0.0994;-0.4036;9.8519;9.8607;23.8478
-0.1018;-0.4048;9.8519;9.8607;23.8533
-0.1054;-0.4012;9.8519;9.8606;23.8589
-0.1090;-0.4024;9.8507;9.8595;23.8644
-0.1114;-0.4036;9.8555;9.8644;23.8699
-0.1102;-0.4048;9.8579;9.8668;23.8754
-0.1090;-0.4084;9.8567;9.8658;23.8811
-0.1114;-0.4095;9.8519;9.8611;23.8870
-0.1078;-0.4084;9.8495;9.8586;23.8927
-0.1102;-0.4024;9.8519;9.8607;23.8982
-0.1102;-0.4012;9.8531;9.8619;23.9038
-0.1102;-0.3988;9.8507;9.8594;23.9093
-0.1102;-0.3964;9.8459;9.8545;23.9148
-0.1066;-0.3952;9.8423;9.8508;23.9203
-0.1018;-0.4000;9.8399;9.8486;23.9258
-0.1054;-0.3976;9.8471;9.8557;23.9314
-0.1090;-0.3976;9.8447;9.8534;23.9371
-0.1078;-0.4024;9.8507;9.8595;23.9427
-0.1042;-0.4000;9.8531;9.8618;23.9482
-0.1054;-0.4012;9.8471;9.8559;23.9538
-0.0994;-0.4048;9.8483;9.8571;23.9593
-0.1030;-0.4024;9.8447;9.8535;23.9648
-0.1078;-0.3988;9.8459;9.8546;23.9703
-0.1066;-0.4000;9.8459;9.8546;23.9758
-0.1042;-0.4000;9.8435;9.8522;23.9813
-0.1054;-0.4000;9.8471;9.8558;23.9873
-0.1054;-0.4012;9.8399;9.8487;23.9931
-0.1078;-0.3976;9.8459;9.8545;23.9988
-0.1114;-0.3964;9.8423;9.8509;24.0043
-0.1078;-0.4000;9.8567;9.8654;24.0098
-0.1018;-0.4000;9.8591;9.8677;24.0153
-0.1006;-0.3988;9.8543;9.8629;24.0209
-0.1006;-0.3940;9.8543;9.8627;24.0268
-0.1054;-0.3952;9.8567;9.8652;24.0324
-0.1018;-0.3964;9.8663;9.8748;24.0380
-0.0994;-0.3976;9.8603;9.8688;24.0436
-0.0946;-0.3976;9.8615;9.8700;24.0491
-0.0910;-0.3964;9.8615;9.8699;24.0546
-0.0934;-0.3928;9.8627;9.8710;24.0601
-0.0946;-0.3952;9.8567;9.8651;24.0656
-0.0958;-0.3964;9.8579;9.8663;24.0711
-0.0970;-0.3952;9.8651;9.8735;24.0766
-0.0982;-0.3976;9.8603;9.8688;24.0822
-0.0922;-0.3988;9.8615;9.8700;24.0881
-0.0910;-0.3964;9.8507;9.8591;24.0939
-0.0922;-0.3976;9.8507;9.8592;24.0995
-0.0958;-0.3940;9.8519;9.8603;24.1050
-0.0982;-0.3952;9.8507;9.8591;24.1106
-0.0958;-0.3928;9.8483;9.8566;24.1161
-0.0970;-0.3952;9.8531;9.8615;24.1216
-0.0994;-0.3952;9.8567;9.8651;24.1271
-0.1042;-0.3976;9.8567;9.8653;24.1326
-0.1054;-0.3964;9.8579;9.8664;24.1383
-0.1054;-0.3940;9.8543;9.8627;24.1438
-0.1054;-0.3952;9.8543;9.8628;24.1494
-0.1006;-0.3952;9.8531;9.8615;24.1549
-0.1030;-0.3940;9.8591;9.8675;24.1604
-0.1042;-0.3976;9.8543;9.8629;24.1659
-0.1066;-0.3952;9.8543;9.8628;24.1714
-0.1054;-0.3892;9.8471;9.8554;24.1769
-0.1030;-0.3880;9.8459;9.8541;24.1824
-0.0994;-0.3892;9.8471;9.8553;24.1884
-0.1018;-0.3892;9.8483;9.8565;24.1942
-0.0994;-0.3880;9.8471;9.8553;24.1999
-0.1006;-0.3880;9.8531;9.8613;24.2054
-0.0958;-0.3892;9.8495;9.8577;24.2110
-0.0946;-0.3880;9.8495;9.8576;24.2165
-0.0970;-0.3880;9.8507;9.8588;24.2220
-0.0946;-0.3916;9.8471;9.8554;24.2275
-0.0946;-0.3940;9.8471;9.8555;24.2331
-0.0982;-0.3952;9.8483;9.8567;24.2390
-0.1042;-0.3892;9.8519;9.8601;24.2445
-0.1042;-0.3892;9.8459;9.8542;24.2500
-0.1078;-0.3916;9.8447;9.8531;24.2555
-0.1090;-0.3916;9.8471;9.8555;24.2610
-0.1042;-0.3952;9.8495;9.8580;24.2665
-0.1030;-0.3952;9.8483;9.8568;24.2721
-0.0994;-0.4000;9.8483;9.8569;24.2776
-0.1018;-0.3964;9.8447;9.8532;24.2832
-0.1042;-0.4000;9.8423;9.8510;24.2893
-0.1042;-0.3988;9.8387;9.8474;24.2951
-0.1042;-0.3964;9.8411;9.8497;24.3007
-0.1102;-0.3976;9.8387;9.8474;24.3062
-0.1090;-0.3964;9.8483;9.8569;24.3118
-0.1078;-0.3940;9.8495;9.8580;24.3173
-0.1126;-0.3976;9.8435;9.8522;24.3228
-0.1138;-0.3964;9.8483;9.8570;24.3283
-0.1138;-0.3904;9.8531;9.8615;24.3338
-0.1150;-0.3952;9.8531;9.8617;24.3396
-0.1174;-0.4000;9.8471;9.8559;24.3452
-0.1126;-0.3964;9.8435;9.8522;24.3507
-0.1150;-0.3952;9.8447;9.8533;24.3562
-0.1114;-0.3940;9.8447;9.8532;24.3617
-0.1162;-0.3940;9.8495;9.8581;24.3672
-0.1054;-0.3976;9.8459;9.8545;24.3727
-0.1042;-0.4036;9.8435;9.8524;24.3782
-0.1066;-0.4048;9.8411;9.8500;24.3838
-0.1090;-0.4060;9.8411;9.8501;24.3896
-0.1066;-0.4036;9.8447;9.8536;24.3955
-0.1090;-0.4036;9.8519;9.8608;24.4012
-0.1078;-0.4012;9.8555;9.8643;24.4067
-0.1042;-0.4012;9.8555;9.8642;24.4123
-0.1030;-0.3976;9.8555;9.8641;24.4178
-0.0958;-0.3964;9.8519;9.8603;24.4236
-0.0946;-0.3988;9.8543;9.8628;24.4292
-0.1018;-0.3976;9.8531;9.8617;24.4351
-0.1030;-0.3976;9.8471;9.8557;24.4413
-0.1030;-0.4012;9.8531;9.8618;24.4475
-0.1042;-0.3976;9.8471;9.8557;24.4532
-0.0982;-0.3976;9.8495;9.8580;24.4588
-0.1054;-0.3976;9.8471;9.8557;24.4643
-0.1030;-0.3988;9.8459;9.8545;24.4704
-0.1042;-0.3976;9.8471;9.8557;24.4769
-0.0994;-0.3940;9.8423;9.8507;24.4831
-0.0994;-0.3916;9.8399;9.8482;24.4889
-0.1030;-0.3964;9.8447;9.8532;24.4950
-0.0994;-0.3952;9.8471;9.8556;24.5030
-0.0970;-0.3940;9.8471;9.8555;24.5089
-0.0946;-0.3940;9.8471;9.8555;24.5145
-0.0982;-0.3916;9.8423;9.8506;24.5200
-0.0982;-0.3928;9.8399;9.8483;24.5256
-0.0958;-0.3964;9.8459;9.8544;24.5311
-0.0994;-0.3988;9.8531;9.8617;24.5366
-0.1030;-0.4012;9.8507;9.8594;24.5422
-0.1042;-0.4000;9.8531;9.8618;24.5478
-0.1090;-0.4024;9.8603;9.8691;24.5534
-0.1078;-0.4000;9.8555;9.8642;24.5589
-0.1066;-0.3952;9.8579;9.8664;24.5644
-0.1042;-0.3916;9.8507;9.8590;24.5699
-0.1042;-0.3928;9.8471;9.8555;24.5754
-0.1054;-0.3964;9.8471;9.8557;24.5813
-0.1114;-0.3928;9.8435;9.8520;24.5873
-0.1114;-0.3964;9.8519;9.8605;24.5931
-0.1114;-0.3964;9.8603;9.8689;24.5990
-0.1114;-0.4012;9.8627;9.8715;24.6046
-0.1114;-0.4024;9.8567;9.8655;24.6101
-0.1102;-0.4000;9.8519;9.8606;24.6156
-0.1126;-0.3928;9.8543;9.8628;24.6212
-0.1138;-0.3952;9.8615;9.8701;24.6267
-0.1114;-0.3976;9.8651;9.8737;24.6323
-0.1066;-0.3988;9.8627;9.8713;24.6378
-0.0994;-0.4012;9.8567;9.8654;24.6434
-0.1018;-0.4000;9.8555;9.8641;24.6490
-0.0970;-0.4000;9.8543;9.8629;24.6545
-0.0970;-0.3964;9.8567;9.8651;24.6600
-0.0994;-0.3964;9.8579;9.8664;24.6655
-0.0982;-0.3988;9.8615;9.8700;24.6711
-0.1018;-0.4024;9.8603;9.8690;24.6766
-0.1006;-0.3988;9.8555;9.8641;24.6822
-0.1030;-0.4000;9.8591;9.8677;24.6877
-0.1102;-0.4036;9.8579;9.8668;24.6935
-0.1090;-0.4036;9.8567;9.8656;24.6993
-0.1066;-0.4048;9.8579;9.8668;24.7049
-0.1042;-0.4036;9.8627;9.8715;24.7105
-0.1030;-0.4012;9.8603;9.8690;24.7160
-0.1030;-0.4024;9.8591;9.8678;24.7215
-0.1006;-0.4060;9.8615;9.8704;24.7270
-0.0982;-0.4060;9.8579;9.8667;24.7326
-0.0970;-0.4084;9.8555;9.8644;24.7381
-0.1006;-0.4072;9.8483;9.8572;24.7437
-0.1018;-0.4048;9.8471;9.8560;24.7495
-0.1006;-0.4060;9.8459;9.8548;24.7550
-0.1018;-0.4048;9.8507;9.8596;24.7607
-0.1006;-0.4036;9.8519;9.8607;24.7662
-0.1030;-0.4012;9.8567;9.8654;24.7718
-0.1090;-0.3988;9.8495;9.8582;24.7773
-0.1114;-0.3952;9.8495;9.8581;24.7830
-0.1114;-0.3952;9.8531;9.8617;24.7886
-0.1126;-0.3976;9.8579;9.8666;24.7944
-0.1090;-0.3988;9.8579;9.8666;24.8002
-0.1090;-0.3952;9.8639;9.8724;24.8057
-0.1090;-0.3892;9.8627;9.8710;24.8113
-0.1138;-0.3976;9.8663;9.8749;24.8168
-0.1126;-0.4000;9.8699;9.8786;24.8224
-0.1126;-0.4012;9.8687;9.8775;24.8279
-0.1150;-0.4000;9.8627;9.8715;24.8335
-0.1102;-0.4012;9.8555;9.8643;24.8390
-0.1066;-0.4072;9.8471;9.8561;24.8446
-0.1018;-0.4048;9.8471;9.8560;24.8502
-0.1006;-0.4048;9.8543;9.8631;24.8557
-0.0994;-0.4048;9.8591;9.8679;24.8612
-0.0994;-0.4000;9.8567;9.8653;24.8667
-0.1042;-0.3988;9.8531;9.8617;24.8722
-0.1078;-0.3952;9.8543;9.8628;24.8777
-0.1126;-0.3964;9.8531;9.8617;24.8835
-0.1114;-0.3964;9.8471;9.8557;24.8890
-0.1138;-0.3976;9.8459;9.8546;24.8947
-0.1018;-0.3952;9.8447;9.8532;24.9005
-0.0946;-0.3976;9.8459;9.8544;24.9119
-0.0958;-0.3928;9.8447;9.8530;24.9189
-0.0934;-0.3916;9.8435;9.8518;24.9255
-0.0970;-0.3916;9.8507;9.8590;24.9313
-0.0958;-0.3928;9.8483;9.8566;24.9379
-0.0982;-0.3964;9.8471;9.8556;24.9440
-0.1006;-0.3964;9.8507;9.8592;24.9500
-0.1006;-0.3940;9.8483;9.8567;24.9561
-0.0982;-0.3940;9.8447;9.8531;24.9621
-0.0994;-0.3928;9.8447;9.8531;24.9679
-0.1006;-0.3964;9.8495;9.8580;24.9738
-0.1006;-0.3988;9.8519;9.8605;24.9793
-0.1042;-0.3976;9.8495;9.8581;24.9849
-0.1030;-0.4012;9.8483;9.8570;24.9905
-0.0970;-0.4048;9.8459;9.8547;24.9962
-0.0994;-0.4048;9.8423;9.8512;25.0025
-0.0982;-0.4036;9.8447;9.8535;25.0087
-0.0958;-0.3988;9.8447;9.8533;25.0147
-0.0958;-0.3964;9.8543;9.8627;25.0218
-0.0970;-0.3964;9.8555;9.8639;25.0288
-0.1006;-0.3988;9.8567;9.8653;25.0349
-0.1018;-0.3928;9.8591;9.8674;25.0408
-0.1006;-0.3916;9.8651;9.8734;25.0465
-0.0970;-0.3880;9.8615;9.8696;25.0522
-0.0982;-0.3892;9.8615;9.8697;25.0578
-0.0994;-0.3868;9.8567;9.8648;25.0633
-0.0934;-0.3904;9.8567;9.8649;25.0692
-0.0934;-0.3976;9.8579;9.8664;25.0753
-0.0934;-0.3940;9.8531;9.8614;25.0819
-0.0946;-0.3904;9.8531;9.8613;25.0884
-0.0982;-0.3856;9.8507;9.8587;25.0946
-0.0982;-0.3856;9.8495;9.8576;25.1005
-0.1030;-0.3880;9.8531;9.8613;25.1061
-0.1042;-0.3880;9.8591;9.8673;25.1122
-0.1018;-0.3880;9.8591;9.8673;25.1183
-0.1030;-0.3892;9.8639;9.8721;25.1242
-0.1006;-0.3892;9.8567;9.8649;25.1301
-0.0994;-0.3868;9.8567;9.8648;25.1360
-0.0994;-0.3880;9.8567;9.8648;25.1422
-0.0982;-0.3856;9.8591;9.8671;25.1492
-0.0982;-0.3892;9.8579;9.8661;25.1556
-0.0982;-0.3904;9.8615;9.8697;25.1619
-0.0970;-0.3880;9.8543;9.8624;25.1689
-0.0970;-0.3928;9.8519;9.8602;25.1750
-0.0970;-0.3964;9.8555;9.8639;25.1810
-0.0994;-0.3964;9.8543;9.8628;25.1867
-0.0994;-0.3988;9.8555;9.8641;25.1925
-0.0982;-0.3988;9.8543;9.8629;25.1983
-0.0958;-0.4000;9.8507;9.8593;25.2042
-0.0982;-0.4000;9.8495;9.8581;25.2110
-0.1018;-0.4036;9.8543;9.8631;25.2175
-0.1018;-0.4072;9.8531;9.8620;25.2231
-0.0994;-0.4060;9.8519;9.8608;25.2287
-0.1006;-0.4036;9.8447;9.8535;25.2348
-0.1006;-0.3988;9.8483;9.8569;25.2412
-0.0994;-0.4000;9.8471;9.8557;25.2490
-0.0982;-0.4048;9.8447;9.8535;25.2552
-0.0982;-0.4036;9.8519;9.8607;25.2616
-0.0970;-0.4036;9.8567;9.8654;25.2678
-0.0958;-0.4036;9.8519;9.8606;25.2739
-0.0958;-0.4024;9.8459;9.8546;25.2798
-0.0946;-0.3988;9.8459;9.8545;25.2857
-0.0910;-0.4012;9.8447;9.8533;25.2921
-0.0982;-0.3952;9.8459;9.8543;25.2993
-0.1030;-0.3928;9.8483;9.8567;25.3053
-0.1006;-0.3880;9.8567;9.8648;25.3114
-0.1066;-0.3928;9.8495;9.8579;25.3180
-0.1054;-0.3916;9.8483;9.8567;25.3244
-0.1042;-0.3976;9.8519;9.8605;25.3300
-0.1054;-0.4012;9.8579;9.8666;25.3362
-0.1042;-0.4000;9.8495;9.8582;25.3419
-0.1030;-0.3952;9.8495;9.8580;25.3475
-0.1066;-0.3916;9.8471;9.8555;25.3535
-0.1006;-0.3928;9.8495;9.8579;25.3591
-0.1018;-0.3880;9.8531;9.8613;25.3647
-0.1030;-0.3904;9.8555;9.8638;25.3711
-0.1018;-0.3904;9.8591;9.8673;25.3772
-0.0982;-0.3904;9.8567;9.8649;25.3834
-0.0994;-0.3916;9.8555;9.8638;25.3894
-0.0970;-0.3916;9.8495;9.8578;25.3951
-0.1006;-0.3904;9.8507;9.8590;25.4008
-0.1006;-0.3940;9.8447;9.8531;25.4066
-0.1006;-0.3916;9.8435;9.8518;25.4122
-0.1042;-0.3928;9.8471;9.8555;25.4178
-0.1054;-0.3952;9.8531;9.8616;25.4233
-0.1054;-0.3976;9.8507;9.8593;25.4289
-0.1006;-0.3988;9.8579;9.8665;25.4344
-0.0994;-0.3988;9.8663;9.8748;25.4399
-0.1006;-0.3976;9.8651;9.8736;25.4454
-0.1018;-0.3940;9.8627;9.8711;25.4510
-0.1078;-0.3964;9.8627;9.8712;25.4566
-0.1078;-0.3940;9.8567;9.8652;25.4621
-0.1042;-0.3952;9.8543;9.8628;25.4676
-0.1018;-0.3964;9.8543;9.8628;25.4732
-0.0994;-0.3952;9.8591;9.8675;25.4787
-0.1030;-0.3940;9.8627;9.8711;25.4843
-0.1078;-0.3964;9.8627;9.8712;25.4904
